Gene	Value
ENSG00000268903	0.42653907591991
ENSG00000269981	0.920083886427681
ENSG00000225630	-0.274604809691238
ENSG00000228794	0.102116937211178
ENSG00000187961	0.0364810376896032
ENSG00000187608	-0.593976788259118
ENSG00000131591	-0.246910159147454
ENSG00000186827	-0.146761229098175
ENSG00000176022	-0.0284877688236353
ENSG00000184163	-0.327034372591353
ENSG00000160087	-0.185262793678623
ENSG00000242485	-0.207243652846302
ENSG00000225905	-0.104708643344521
ENSG00000205116	0.276718617779396
ENSG00000225285	-0.354381722530396
ENSG00000179403	-0.138649127607668
ENSG00000160075	-0.17253052974314
ENSG00000215014	0.267092230170447
ENSG00000272106	-0.0263699369575594
ENSG00000189339	-0.00744793769976012
ENSG00000269737	0.38458000985667
ENSG00000008130	-0.0833443920274761
ENSG00000078369	0.0204608272926697
ENSG00000231050	-0.152137450856933
ENSG00000067606	-0.276347443911884
ENSG00000157911	-0.00433972969485524
ENSG00000149527	-0.362801228241809
ENSG00000224387	0.0458373873872596
ENSG00000229393	-0.247401192257651
ENSG00000157881	0.00518497617963516
ENSG00000238164	-0.175830925514384
ENSG00000157873	-0.252319380447022
ENSG00000272088	-0.151048698271506
ENSG00000238260	-0.110811049004304
ENSG00000227372	0.0260271478434587
ENSG00000235169	-0.347775072511731
ENSG00000130764	0.0143233437522869
ENSG00000097021	-0.306814035425211
ENSG00000162408	0.020423362823331
ENSG00000116273	-0.102097716396283
ENSG00000041988	-0.401763949517312
ENSG00000007923	-0.0302204890653974
ENSG00000237436	-0.189134640837536
ENSG00000237402	-0.405130919215083
ENSG00000270171	-0.437881098510024
ENSG00000269978	-0.267698249439517
ENSG00000269925	0.36535126465316
ENSG00000049246	-0.0325602212347876
ENSG00000116288	-0.091426001353363
ENSG00000116285	0.0561459505152123
ENSG00000162426	-0.181611450686054
ENSG00000142599	-0.0827991366020942
ENSG00000074800	-0.00037708648629325
ENSG00000142583	0.108625007058823
ENSG00000049239	-0.0128533526736628
ENSG00000284652	-0.0368166135681471
ENSG00000284693	-0.0108850762714332
ENSG00000171612	-0.111060283965301
ENSG00000231181	0.939041991359293
ENSG00000188807	-0.0795139857320058
ENSG00000171608	-0.012179026695202
ENSG00000171603	-0.0267294694908881
ENSG00000178585	-0.267947929329682
ENSG00000162441	0.0771398015276488
ENSG00000130939	-0.109469845835888
ENSG00000284735	0.368885436325108
ENSG00000284642	0.247557107447726
ENSG00000142655	-0.103876335750715
ENSG00000009724	-0.0672852341530494
ENSG00000116649	-0.236649638192494
ENSG00000171824	-0.0998354922893862
ENSG00000198793	-0.0505273818968519
ENSG00000120942	0.0348505304474332
ENSG00000284646	0.158778982284375
ENSG00000116663	-0.176764411392612
ENSG00000116670	-0.224010918759543
ENSG00000162490	0.0353260304731688
ENSG00000177000	0.0319324391518541
ENSG00000011021	0.123086657889623
ENSG00000116685	-0.0888742625343705
ENSG00000083444	0.0901329345684478
ENSG00000028137	0.165364084396956
ENSG00000048707	-0.0185437814572757
ENSG00000162493	0.219092963367513
ENSG00000116731	-0.04850840921317
ENSG00000189337	-0.0640582453721639
ENSG00000171729	-0.16248999196534
ENSG00000142634	-0.11941029045982
