	symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	description
ENSG00000130052	STARD8	0.0769897443518111	0.00507369330646483	4.58993566371586	5.37535392328228e-06	0.0405086671658553	3.67042010235237	StAR related lipid transfer domain containing 8
ENSG00000138772	ANXA3	0.0993083956991328	0.00707885642818905	4.35208310651054	1.57847739747045e-05	0.056736269305528	2.66524962903873	annexin A3
ENSG00000047457	CP	0.204596748105999	0.011838825797534	4.26711669136363	2.29184228890675e-05	0.056736269305528	2.31834335967588	ceruloplasmin
ENSG00000145920	CPLX2	-0.179245647467646	-0.0171777627079976	-4.12843801337122	4.15559107039547e-05	0.056736269305528	1.76598247691315	complexin 2
ENSG00000128567	PODXL	0.137567213171006	0.00798687281070476	4.12589332423806	4.20055830511159e-05	0.056736269305528	1.75600784346807	podocalyxin like
ENSG00000110799	VWF	0.112362824389846	0.00620984009794112	4.0891971492645	4.90273913747097e-05	0.056736269305528	1.61281316560973	von Willebrand factor
ENSG00000160447	PKN3	0.0929530158214466	0.00232928184396274	4.07194771101436	5.2700887093776e-05	0.056736269305528	1.54592098707558	protein kinase N3
ENSG00000213949	ITGA1	0.0615628818770928	0.00371864886193417	4.03679628663559	6.10116707531963e-05	0.0574729938495109	1.41043459848977	integrin subunit alpha 1
ENSG00000169418	NPR1	0.0815982455763002	0.00262107649973803	4.00751056584579	6.88710471987969e-05	0.0576680235211259	1.29840649851619	natriuretic peptide receptor 1
ENSG00000128274	A4GALT	0.105953792995799	0.00242032826934819	3.94985852966518	8.72323185889293e-05	0.0600676405408803	1.08012790757819	alpha 1,4-galactosyltransferase (P1PK blood group)
ENSG00000131634	TMEM204	0.121944583978539	0.010847070336068	3.94210729555836	9.00286398633708e-05	0.0600676405408803	1.05100959350428	transmembrane protein 204
ENSG00000164181	ELOVL7	0.0956753502789871	0.00672955955672772	3.92550608805706	9.63058302601713e-05	0.0600676405408803	0.988828198182982	ELOVL fatty acid elongase 7
ENSG00000271959	NA	0.107015913059224	0.0109051342355286	3.90740857059033	0.000103619868236657	0.0600676405408803	0.921326267924218	NA
