ENSG00000000003	12
ENSG00000000005	0
ENSG00000000419	1696
ENSG00000000457	799
ENSG00000000460	232
ENSG00000000938	9706
ENSG00000000971	163
ENSG00000001036	557
ENSG00000001084	555
ENSG00000001167	2096
ENSG00000001460	33
ENSG00000001461	1369
ENSG00000001497	688
ENSG00000001561	831
ENSG00000001617	0
ENSG00000001626	0
ENSG00000001629	2298
ENSG00000001630	89
ENSG00000001631	1695
ENSG00000002016	103
ENSG00000002079	0
ENSG00000002330	358
ENSG00000002549	1667
ENSG00000002586	1
ENSG00000002587	8
ENSG00000002726	21
ENSG00000002745	22
ENSG00000002746	0
ENSG00000002822	187
ENSG00000002834	3045
ENSG00000002919	452
ENSG00000002933	250
ENSG00000003056	3797
ENSG00000003096	38
ENSG00000003137	24
ENSG00000003147	89
ENSG00000003249	1
ENSG00000003393	1138
ENSG00000003400	1855
ENSG00000003402	27649
ENSG00000003436	334
ENSG00000003509	521
ENSG00000003756	7042
ENSG00000003987	5
ENSG00000003989	0
ENSG00000004059	605
ENSG00000004139	202
ENSG00000004142	872
ENSG00000004399	820
ENSG00000004455	2444
ENSG00000004468	401
ENSG00000004478	363
ENSG00000004487	1990
ENSG00000004534	2629
ENSG00000004660	254
ENSG00000004700	2852
ENSG00000004766	1072
ENSG00000004776	0
ENSG00000004777	22
ENSG00000004779	403
ENSG00000004799	533
ENSG00000004809	37
ENSG00000004838	12
ENSG00000004846	3
ENSG00000004848	0
ENSG00000004864	367
ENSG00000004866	175
ENSG00000004897	2454
ENSG00000004939	273
ENSG00000004948	0
ENSG00000004961	174
ENSG00000004975	133
ENSG00000005001	2
ENSG00000005007	2514
ENSG00000005020	4383
ENSG00000005022	2702
ENSG00000005059	1661
ENSG00000005073	0
ENSG00000005075	706
ENSG00000005100	233
ENSG00000005102	19
ENSG00000005108	12
ENSG00000005156	709
ENSG00000005175	1634
ENSG00000005187	237
ENSG00000005189	58
ENSG00000005194	377
ENSG00000005206	250
ENSG00000005238	750
ENSG00000005243	23
ENSG00000005249	8399
ENSG00000005302	2322
ENSG00000005339	3625
ENSG00000005379	443
ENSG00000005381	82
ENSG00000005421	0
ENSG00000005436	523
ENSG00000005448	167
ENSG00000005469	357
ENSG00000005471	118
ENSG00000005483	6418
ENSG00000005486	99
ENSG00000005513	9
ENSG00000005700	2261
ENSG00000005801	814
ENSG00000005810	17237
ENSG00000005812	4052
ENSG00000005844	4891
ENSG00000005882	35
ENSG00000005884	41
ENSG00000005889	4594
ENSG00000005893	12616
ENSG00000005961	3573
ENSG00000005981	2
ENSG00000006007	1590
ENSG00000006015	843
ENSG00000006016	1
ENSG00000006025	283
ENSG00000006042	1
ENSG00000006047	0
ENSG00000006059	0
ENSG00000006062	201
ENSG00000006071	0
ENSG00000006116	0
ENSG00000006118	4
ENSG00000006125	3086
ENSG00000006128	0
ENSG00000006194	578
ENSG00000006210	0
ENSG00000006282	237
ENSG00000006283	1
ENSG00000006327	276
ENSG00000006377	0
ENSG00000006432	85
ENSG00000006451	324
ENSG00000006453	7
ENSG00000006459	8919
ENSG00000006468	1
ENSG00000006530	899
ENSG00000006534	628
ENSG00000006555	210
ENSG00000006576	1852
ENSG00000006606	0
ENSG00000006607	635
ENSG00000006611	0
ENSG00000006625	187
ENSG00000006634	504
ENSG00000006638	28
ENSG00000006652	14450
ENSG00000006659	0
ENSG00000006695	243
ENSG00000006704	1
ENSG00000006712	432
ENSG00000006715	3257
ENSG00000006740	3
ENSG00000006744	1187
ENSG00000006747	11
ENSG00000006756	424
ENSG00000006757	72
ENSG00000006788	0
ENSG00000006831	1042
ENSG00000006837	9
ENSG00000007001	0
ENSG00000007038	4
ENSG00000007047	56
ENSG00000007062	4
ENSG00000007080	40
ENSG00000007129	220
ENSG00000007168	2704
ENSG00000007171	1
ENSG00000007174	0
ENSG00000007202	5300
ENSG00000007216	0
ENSG00000007237	2149
ENSG00000007255	240
ENSG00000007264	762
ENSG00000007306	0
ENSG00000007312	1114
ENSG00000007314	3
ENSG00000007341	266
ENSG00000007350	210
ENSG00000007372	1
ENSG00000007376	80
ENSG00000007384	0
ENSG00000007392	1086
ENSG00000007402	75
ENSG00000007516	210
ENSG00000007520	533
ENSG00000007541	124
ENSG00000007545	233
ENSG00000007866	0
ENSG00000007908	0
ENSG00000007923	521
ENSG00000007933	0
ENSG00000007944	3463
ENSG00000007952	0
ENSG00000007968	201
ENSG00000008018	2277
ENSG00000008056	1
ENSG00000008083	3640
ENSG00000008086	650
ENSG00000008118	0
ENSG00000008128	613
ENSG00000008130	5140
ENSG00000008196	0
ENSG00000008197	0
ENSG00000008226	85
ENSG00000008256	186
ENSG00000008277	157
ENSG00000008282	656
ENSG00000008283	270
ENSG00000008294	7311
ENSG00000008300	98
ENSG00000008311	93
ENSG00000008323	0
ENSG00000008324	436
ENSG00000008382	161
