Gene	Value
ENSG00000268903	-0.287431266844617
ENSG00000269981	-0.763783322218848
ENSG00000228794	-0.0250384530312047
ENSG00000188976	0.0154312031373022
ENSG00000187961	-0.101521375096731
ENSG00000187608	0.250243109620866
ENSG00000188157	-0.333195122085552
ENSG00000186891	-0.00435197997640911
ENSG00000186827	0.111706773642756
ENSG00000176022	-0.190055407119007
ENSG00000184163	0.185553671867579
ENSG00000221978	-0.115550304650216
ENSG00000224870	-0.0487152841361712
ENSG00000235098	0.0178729650962344
ENSG00000225905	-0.140474848329503
ENSG00000205116	-0.251623761510219
ENSG00000225285	0.0742018147985209
ENSG00000179403	-0.0587234068841308
ENSG00000160075	-0.0532337940375847
ENSG00000248333	0.130566112150983
ENSG00000269737	0.00295597569502725
ENSG00000008130	-0.293930076364654
ENSG00000078369	-0.161355874473974
ENSG00000067606	-0.126065843888274
ENSG00000269896	-0.376766572220893
ENSG00000197921	-1.04528440503238
ENSG00000272449	-0.24918029749537
ENSG00000157870	-0.281704474591871
ENSG00000238260	0.00227689240931697
ENSG00000158109	-0.258570726537093
ENSG00000227372	-0.0096492452803036
ENSG00000130764	-0.0213534637561347
ENSG00000158292	-0.824841959654259
ENSG00000097021	-0.0705040866134055
ENSG00000162413	-0.0324898569015356
ENSG00000116273	-0.0986032008684215
ENSG00000007923	-0.0879399537605979
ENSG00000171735	0.0121706729101597
ENSG00000270171	0.0236997566845065
ENSG00000270035	0.216081470052064
ENSG00000269925	-0.0202565667974227
ENSG00000049246	-0.0129581107646218
ENSG00000230679	0.723450412625152
ENSG00000142583	0.287425233719655
ENSG00000049239	-0.157837799537432
ENSG00000171621	0.0347873543456235
ENSG00000284652	-0.267043914246476
ENSG00000188807	-0.0640944715289542
ENSG00000173614	-0.0594646490022608
ENSG00000202415	0.235927969935261
ENSG00000162444	-0.0344914192181592
ENSG00000054523	-0.0143631571608468
ENSG00000199562	0.145731572028443
ENSG00000142657	0.0881965179889808
ENSG00000175279	-0.0557587849663328
ENSG00000160049	-0.0225770959018943
ENSG00000171824	0.0300761726994473
ENSG00000226849	-0.162894760548655
ENSG00000198793	-0.0883193751361259
ENSG00000116670	0.163206048960948
ENSG00000177674	0.164210441558336
ENSG00000285646	0.0931499563139531
ENSG00000083444	-0.0760080688399827
ENSG00000116691	0.181198348902292
ENSG00000028137	0.229875122309037
ENSG00000048707	-0.0626796563085318
ENSG00000162493	0.423085883608779
ENSG00000215720	0.91697732833172
ENSG00000132906	0.0220607443514605
ENSG00000116138	-0.00515943645504293
ENSG00000116771	0.0569311982833483
ENSG00000162458	-0.063565477171492
ENSG00000065526	-0.0363009596327115
ENSG00000116809	-0.140226199468917
ENSG00000142627	-0.168471666535345
ENSG00000288398	-0.0611647682162757
ENSG00000132881	-0.285041159070274
ENSG00000080947	-0.0462989224865155
ENSG00000261135	0.261352881886894
ENSG00000117115	0.0573218116583339
ENSG00000169991	-0.0296507329473177
ENSG00000127463	0.0270688495621616
ENSG00000053372	-0.0651185047069699
ENSG00000077549	-0.0190343401055429
ENSG00000158748	-0.0651070444060056
ENSG00000090432	-0.0592087350031785
ENSG00000158825	-0.263272203396278
ENSG00000244038	0.0590063148863788
ENSG00000117245	-0.177428786727145
ENSG00000127483	0.0886443430616693
ENSG00000075151	-0.0537857120828103
ENSG00000117298	0.01010014765535
ENSG00000162551	-0.471129261410842
ENSG00000142798	-0.125778315679355
ENSG00000184677	-0.0970580860503497
ENSG00000173372	0.140363364273444
ENSG00000159189	0.560072966070984
ENSG00000173369	0.474689860203088
ENSG00000004487	0.0128481073985892
ENSG00000289014	0.0561574079833343
ENSG00000261326	-0.0812867141891376
ENSG00000125945	0.0989816669929265
ENSG00000249087	0.284003441670264
ENSG00000117318	-0.182630252033274
ENSG00000057757	0.10655595147012
ENSG00000011009	-0.237056978107485
ENSG00000117308	0.165682746398247
ENSG00000179163	-0.00500427236067194
ENSG00000189266	0.0562083783449078
ENSG00000188529	0.225817843311188
ENSG00000117602	0.038642980228569
ENSG00000169504	0.0928426901532379
ENSG00000284602	0.190188944639787
ENSG00000117616	-0.201369585541787
ENSG00000157978	-0.268258210260804
ENSG00000117643	0.0738974442295193
ENSG00000228172	-0.0534225157472637
ENSG00000117640	0.0164328369734014
ENSG00000229786	-0.18288001478575
ENSG00000197245	-0.265677914626125
ENSG00000142675	0.120307964418168
ENSG00000130695	-0.143882473019983
ENSG00000117682	-0.0507272493142232
ENSG00000198830	0.0612989649299957
ENSG00000117676	-0.0975400484802035
ENSG00000260063	0.0828183049936571
ENSG00000175793	0.565823794480092
ENSG00000198746	-0.129078768827492
ENSG00000253368	-0.059598916860107
ENSG00000142733	-0.214796802179447
ENSG00000142748	-0.199197328337764
ENSG00000181773	0.2586555697409
ENSG00000158195	0.0336155287799993
ENSG00000000938	-0.56953351377349
ENSG00000126709	-0.112021898895692
