ID Description GeneRatio BgRatio RichFactor FoldEnrichment zScore pvalue p.adjust qvalue geneID Count
HP_ABNORMAL_LIVER_METABOLITE_CONCENTRATION HP_ABNORMAL_LIVER_METABOLITE_CONCENTRATION 12/154 163/11149 0.0736196319018405 5.32977451995857 6.59022904402298 2.53563124440717e-06 0.00952890221648214 0.00939785011742909 ENSG00000014919/ENSG00000054282/ENSG00000117305/ENSG00000125863/ENSG00000133835/ENSG00000137806/ENSG00000138686/ENSG00000139719/ENSG00000140553/ENSG00000168538/ENSG00000178537/ENSG00000179941 12
HP_ABNORMAL_TISSUE_METABOLITE_CONCENTRATION HP_ABNORMAL_TISSUE_METABOLITE_CONCENTRATION 13/154 218/11149 0.0596330275229358 4.31719885618968 5.8537076689249 9.84421831782414e-06 0.0184972862191916 0.0182428908931888 ENSG00000014919/ENSG00000054282/ENSG00000088682/ENSG00000117305/ENSG00000125863/ENSG00000133835/ENSG00000137806/ENSG00000138686/ENSG00000139719/ENSG00000140553/ENSG00000168538/ENSG00000178537/ENSG00000179941 13
HP_NEPHROTIC_SYNDROME HP_NEPHROTIC_SYNDROME 9/154 109/11149 0.0825688073394495 5.97765995472418 6.18037974632417 1.9042159979627e-05 0.0238534790678128 0.0235254193993918 ENSG00000003400/ENSG00000054282/ENSG00000125863/ENSG00000138686/ENSG00000139719/ENSG00000145715/ENSG00000152457/ENSG00000170270/ENSG00000179941 9
HP_FIFTH_FINGER_DISTAL_PHALANX_CLINODACTYLY HP_FIFTH_FINGER_DISTAL_PHALANX_CLINODACTYLY 4/154 25/11149 0.16 11.5833766233766 6.26938570292865 0.000353237007345665 0.247833805735241 0.244425318616785 ENSG00000054282/ENSG00000125863/ENSG00000138686/ENSG00000179941 4
HP_HYDROMETROCOLPOS HP_HYDROMETROCOLPOS 4/154 25/11149 0.16 11.5833766233766 6.26938570292865 0.000353237007345665 0.247833805735241 0.244425318616785 ENSG00000054282/ENSG00000125863/ENSG00000138686/ENSG00000179941 4
HP_CHILDHOOD_ONSET_TRUNCAL_OBESITY HP_CHILDHOOD_ONSET_TRUNCAL_OBESITY 4/154 27/11149 0.148148148148148 10.7253487253487 5.9876560237927 0.000479655501969682 0.247833805735241 0.244425318616785 ENSG00000054282/ENSG00000125863/ENSG00000138686/ENSG00000179941 4
HP_ABNORMALITY_OF_THE_DISTAL_PHALANX_OF_THE_5TH_FINGER HP_ABNORMALITY_OF_THE_DISTAL_PHALANX_OF_THE_5TH_FINGER 4/154 29/11149 0.137931034482759 9.98566950291088 5.7340076749867 0.000635358037168817 0.247833805735241 0.244425318616785 ENSG00000054282/ENSG00000125863/ENSG00000138686/ENSG00000179941 4
HP_MEDIAL_FLARING_OF_THE_EYEBROW HP_MEDIAL_FLARING_OF_THE_EYEBROW 4/154 30/11149 0.133333333333333 9.65281385281385 5.61624890224103 0.000725289665211855 0.247833805735241 0.244425318616785 ENSG00000054282/ENSG00000125863/ENSG00000138686/ENSG00000179941 4
GOBP_CELLULAR_PIGMENTATION GOBP_CELLULAR_PIGMENTATION 5/154 52/11149 0.0961538461538462 6.96116383616384 5.09907218969795 0.000725760481595527 0.247833805735241 0.244425318616785 ENSG00000110756/ENSG00000125863/ENSG00000138686/ENSG00000139719/ENSG00000163755 5
HP_ABNORMAL_BLOOD_GLUCOSE_CONCENTRATION HP_ABNORMAL_BLOOD_GLUCOSE_CONCENTRATION 11/154 254/11149 0.0433070866141732 3.13526434195726 4.07395391764977 0.000787108175061052 0.247833805735241 0.244425318616785 ENSG00000054282/ENSG00000117305/ENSG00000125863/ENSG00000137806/ENSG00000138686/ENSG00000145331/ENSG00000146085/ENSG00000147471/ENSG00000168538/ENSG00000178537/ENSG00000179941 11
