Gene	Value
ENSG00000268903	0.613589786655624
ENSG00000279457	-0.153190345584518
ENSG00000284733	0.443303049433582
ENSG00000225972	2.76620117005431
ENSG00000237973	0.919422499736981
ENSG00000229344	1.38216826471623
ENSG00000198744	1.30538728247884
ENSG00000225880	0.217532549723994
ENSG00000288531	0.360952774464694
ENSG00000234711	0.345089755811798
ENSG00000187634	0.189367631792539
ENSG00000187961	0.353548398940888
ENSG00000272512	0.0525285125895543
ENSG00000188290	0.000227421159064253
ENSG00000187608	-0.0807583042847714
ENSG00000186827	0.131439151664362
ENSG00000078808	-0.144799422163687
ENSG00000160087	0.0698219341966503
ENSG00000169962	0.103897745871909
ENSG00000221978	-0.0264335698401504
ENSG00000225285	0.110146702991028
ENSG00000215014	0.0485852888596356
ENSG00000228594	-0.00454768285077307
ENSG00000286989	-0.0522676696720519
ENSG00000189409	0.125667391441759
ENSG00000248333	0.0978625702882659
ENSG00000008130	0.0288271430658066
ENSG00000231050	-0.181684484891291
ENSG00000169885	0.354998357478337
ENSG00000272161	0.119745081459922
ENSG00000269896	0.0688346406998074
ENSG00000272420	-0.108403469525211
ENSG00000157916	-0.243205633854697
ENSG00000197921	0.715194966111046
ENSG00000272449	0.131733864933581
ENSG00000157870	-0.0473988976289747
ENSG00000287828	-0.079538301082637
ENSG00000238260	0.285506729462132
ENSG00000116213	0.193949247581999
ENSG00000266075	0.201612013569167
ENSG00000069424	0.311465058198059
ENSG00000158292	-0.0264649067780358
ENSG00000215788	0.367663510877606
ENSG00000162408	0.000561135513058657
ENSG00000204859	0.173254730883364
ENSG00000162413	-0.313526657728823
ENSG00000116273	-0.0982539249391815
ENSG00000171735	0.0283676352203126
ENSG00000269925	0.10870448285016
ENSG00000049246	-0.192425350268151
ENSG00000116285	-0.468924380917944
ENSG00000142583	0.374295927748285
ENSG00000049239	-0.186273886617132
ENSG00000171621	-0.0769199783235018
ENSG00000171612	-0.22545607401562
ENSG00000188807	-0.15786182058893
ENSG00000171608	0.115447836579323
ENSG00000171603	-0.090620769231969
ENSG00000178585	-0.260797748987347
ENSG00000284735	-0.353675160126694
ENSG00000284642	-0.179779103078012
ENSG00000142657	-0.192261156652401
ENSG00000009724	-0.0893771216854231
ENSG00000116649	0.0979146758785555
ENSG00000171824	-0.0657830372285105
ENSG00000120942	-0.0554527132128398
ENSG00000116661	0.169685830513379
ENSG00000116663	0.174672028292857
ENSG00000116670	0.105066231537408
ENSG00000177674	-0.213681182807221
ENSG00000011021	-0.0584528846307517
ENSG00000120937	0.916948313288479
ENSG00000083444	0.0182019855424647
ENSG00000287384	0.0298096998788632
ENSG00000116688	-0.105885929853875
ENSG00000116691	0.221279151685211
ENSG00000028137	0.162924385564829
ENSG00000048707	-0.0515815359032014
ENSG00000162496	-0.245530846986761
ENSG00000142634	0.0861720346041822
ENSG00000132906	0.0721606360275823
ENSG00000116771	-0.0364227974389077
ENSG00000197312	-0.00756222303419074
ENSG00000162461	0.0930842172798707
ENSG00000162458	-0.0708131380199537
ENSG00000179743	0.00957647251014416
ENSG00000183888	-0.516221780928932
ENSG00000173641	-0.267883424497763
ENSG00000142627	-0.143477722662902
ENSG00000142632	0.0788014282602893
ENSG00000288398	-0.281777715376133
ENSG00000037637	0.00433920709696068
ENSG00000157191	-0.343377170404053
ENSG00000226029	0.000652863193487428
ENSG00000080947	0.03982260433268
ENSG00000261135	-0.134275765382198
ENSG00000179051	0.0860774196169405
ENSG00000272084	-0.219598675089736
ENSG00000127463	-0.225765641246189
ENSG00000053372	-0.0272780336505701
ENSG00000211454	0.15004487649218
ENSG00000162482	-0.158256404048474
ENSG00000040487	0.0571715624671109
ENSG00000077549	-0.0223951672874368
ENSG00000158747	-0.286493510608211
ENSG00000127472	-0.104301266868723
ENSG00000227066	0.159476518834283
ENSG00000162545	0.237070647393309
ENSG00000289402	-0.283300776467413
ENSG00000183114	0.30476562225433
ENSG00000158828	-0.366132392898554
ENSG00000117242	-0.085257853150013
ENSG00000244038	-0.155003008137241
ENSG00000127483	-0.0223793568302836
ENSG00000075151	0.0336560555246694
ENSG00000117298	-0.302179471639327
ENSG00000187952	-0.627527633071711
ENSG00000162551	0.030770499921364
ENSG00000142798	-0.111604793054041
ENSG00000218510	-0.210260825311481
ENSG00000070831	-0.26465101761097
ENSG00000184677	0.00863188730553371
ENSG00000173372	1.25044637584179
ENSG00000159189	1.16557366681014
ENSG00000173369	1.09772504709992
ENSG00000261326	0.0595741571869266
ENSG00000125944	-0.0921733870338736
ENSG00000249087	-0.0688261388101054
ENSG00000117318	-0.0199124288550883
ENSG00000011007	-0.0291411079202828
ENSG00000057757	-0.128411917536852
ENSG00000117308	-0.0229801711259438
ENSG00000179163	0.246573616443037
