setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GOCC_PROTEASOME_COMPLEX	44	-0.665426375310592	-2.68432092424504	5.09208462320709e-10	3.7620321196254e-06	3.44814530327276e-06	1990	tags=73%, list=26%, signal=54%	ENSG00000106588/ENSG00000095261/ENSG00000136813/ENSG00000165280/ENSG00000013275/ENSG00000041357/ENSG00000131467/ENSG00000103035/ENSG00000068878/ENSG00000101182/ENSG00000092010/ENSG00000127922/ENSG00000100911/ENSG00000159377/ENSG00000110801/ENSG00000130706/ENSG00000100567/ENSG00000125818/ENSG00000108344/ENSG00000108671/ENSG00000100764/ENSG00000185627/ENSG00000129084/ENSG00000277791/ENSG00000008018/ENSG00000100902/ENSG00000163636/ENSG00000143106/ENSG00000099341/ENSG00000173692/ENSG00000142507/ENSG00000136930
GOCC_BLOOD_MICROPARTICLE	59	0.570016357041934	2.52143021080239	1.19696296836859e-08	2.94772080343571e-05	2.70177641246145e-05	1791	tags=63%, list=23%, signal=49%	ENSG00000211592/ENSG00000211896/ENSG00000211892/ENSG00000004939/ENSG00000211895/ENSG00000239951/ENSG00000211679/ENSG00000126803/ENSG00000244734/ENSG00000188536/ENSG00000223609/ENSG00000204388/ENSG00000211949/ENSG00000211677/ENSG00000139178/ENSG00000091513/ENSG00000158874/ENSG00000175899/ENSG00000204390/ENSG00000173110/ENSG00000211675/ENSG00000211893/ENSG00000206172/ENSG00000164111/ENSG00000204389/ENSG00000243466/ENSG00000196136/ENSG00000047457/ENSG00000173369/ENSG00000225217/ENSG00000211890/ENSG00000124491/ENSG00000159189/ENSG00000167772/ENSG00000257017/ENSG00000159403/ENSG00000243649
GOCC_EXOCYTIC_VESICLE	115	-0.474289292789698	-2.24489485764371	1.16645832710998e-08	2.94772080343571e-05	2.70177641246145e-05	2138	tags=59%, list=27%, signal=44%	ENSG00000184840/ENSG00000019505/ENSG00000102362/ENSG00000147416/ENSG00000164038/ENSG00000128524/ENSG00000100321/ENSG00000106588/ENSG00000013275/ENSG00000165646/ENSG00000128482/ENSG00000149295/ENSG00000041357/ENSG00000125354/ENSG00000140022/ENSG00000188603/ENSG00000103035/ENSG00000184588/ENSG00000101182/ENSG00000171552/ENSG00000102003/ENSG00000152932/ENSG00000163466/ENSG00000127922/ENSG00000196655/ENSG00000033627/ENSG00000184702/ENSG00000105649/ENSG00000008056/ENSG00000067715/ENSG00000159377/ENSG00000130706/ENSG00000168917/ENSG00000159720/ENSG00000169213/ENSG00000100567/ENSG00000122733/ENSG00000011347/ENSG00000108344/ENSG00000108671/ENSG00000119899/ENSG00000176884/ENSG00000054356/ENSG00000006125/ENSG00000101438/ENSG00000100764/ENSG00000100280/ENSG00000185627/ENSG00000129084/ENSG00000277791/ENSG00000008018/ENSG00000166579/ENSG00000185883/ENSG00000100902/ENSG00000163636/ENSG00000136631/ENSG00000143106/ENSG00000089169/ENSG00000175416/ENSG00000099341/ENSG00000173692/ENSG00000136827/ENSG00000129990/ENSG00000197106/ENSG00000143801/ENSG00000142507/ENSG00000099625/ENSG00000136930
GOCC_ORGANELLE_INNER_MEMBRANE	226	-0.376244906146415	-1.95458106169368	1.66540253425924e-08	3.07599848077681e-05	2.81935118497097e-05	2047	tags=46%, list=26%, signal=35%	ENSG00000131981/ENSG00000164038/ENSG00000250317/ENSG00000247077/ENSG00000165688/ENSG00000023330/ENSG00000113048/ENSG00000165949/ENSG00000106591/ENSG00000154719/ENSG00000215021/ENSG00000196396/ENSG00000007923/ENSG00000182180/ENSG00000164284/ENSG00000015479/ENSG00000144040/ENSG00000171503/ENSG00000185608/ENSG00000284194/ENSG00000166855/ENSG00000241878/ENSG00000147955/ENSG00000102119/ENSG00000162972/ENSG00000149792/ENSG00000102967/ENSG00000223572/ENSG00000100033/ENSG00000082515/ENSG00000189077/ENSG00000135390/ENSG00000101084/ENSG00000171953/ENSG00000171552/ENSG00000087299/ENSG00000188807/ENSG00000125995/ENSG00000059573/ENSG00000126709/ENSG00000128626/ENSG00000126602/ENSG00000125445/ENSG00000198780/ENSG00000105364/ENSG00000159445/ENSG00000148339/ENSG00000197912/ENSG00000163626/ENSG00000156398/ENSG00000144559/ENSG00000217930/ENSG00000144659/ENSG00000116459/ENSG00000172172/ENSG00000254858/ENSG00000126953/ENSG00000115159/ENSG00000177542/ENSG00000141385/ENSG00000142444/ENSG00000136758/ENSG00000159111/ENSG00000135900/ENSG00000165046/ENSG00000165283/ENSG00000174109/ENSG00000215712/ENSG00000137547/ENSG00000095321/ENSG00000086504/ENSG00000134321/ENSG00000115520/ENSG00000181035/ENSG00000166816/ENSG00000119723/ENSG00000180992/ENSG00000169100/ENSG00000123472/ENSG00000161267/ENSG00000173171/ENSG00000061794/ENSG00000126768/ENSG00000150779/ENSG00000136877/ENSG00000177646/ENSG00000130204/ENSG00000242485/ENSG00000155287/ENSG00000105197/ENSG00000197785/ENSG00000204152/ENSG00000075415/ENSG00000177370/ENSG00000176410/ENSG00000116221/ENSG00000265354/ENSG00000132305/ENSG00000143801/ENSG00000011295/ENSG00000134809/ENSG00000139180/ENSG00000159685/ENSG00000175193/ENSG00000145247
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	79	-0.519842912205448	-2.33241759882564	4.91616554503417e-08	7.26412620934248e-05	6.65804062130627e-05	1967	tags=63%, list=25%, signal=48%	ENSG00000165688/ENSG00000113048/ENSG00000106591/ENSG00000154719/ENSG00000215021/ENSG00000007923/ENSG00000182180/ENSG00000164284/ENSG00000185608/ENSG00000166855/ENSG00000149792/ENSG00000082515/ENSG00000214736/ENSG00000125995/ENSG00000100890/ENSG00000128626/ENSG00000125445/ENSG00000105364/ENSG00000197912/ENSG00000217930/ENSG00000172172/ENSG00000126953/ENSG00000141385/ENSG00000142444/ENSG00000105819/ENSG00000159111/ENSG00000135900/ENSG00000090432/ENSG00000244005/ENSG00000137547/ENSG00000086504/ENSG00000180992/ENSG00000169100/ENSG00000173171/ENSG00000061794/ENSG00000126768/ENSG00000150779/ENSG00000177646/ENSG00000130204/ENSG00000242485/ENSG00000105197/ENSG00000204152/ENSG00000177370/ENSG00000214113/ENSG00000116221/ENSG00000265354/ENSG00000132305/ENSG00000134809/ENSG00000159685/ENSG00000158882
GOCC_PRESYNAPSE	274	-0.357487138830078	-1.91029783532755	7.35552681178442e-08	9.05710534757721e-05	8.30142175091389e-05	2147	tags=45%, list=28%, signal=33%	ENSG00000033800/ENSG00000184840/ENSG00000019505/ENSG00000169860/ENSG00000147416/ENSG00000172137/ENSG00000106976/ENSG00000110047/ENSG00000164038/ENSG00000128524/ENSG00000100321/ENSG00000106588/ENSG00000138382/ENSG00000013275/ENSG00000147432/ENSG00000165646/ENSG00000173267/ENSG00000128482/ENSG00000136854/ENSG00000149295/ENSG00000183486/ENSG00000111181/ENSG00000170425/ENSG00000131094/ENSG00000041357/ENSG00000125354/ENSG00000140022/ENSG00000188603/ENSG00000103035/ENSG00000184588/ENSG00000171450/ENSG00000160716/ENSG00000101182/ENSG00000171552/ENSG00000102003/ENSG00000152932/ENSG00000163466/ENSG00000277586/ENSG00000112759/ENSG00000127922/ENSG00000154096/ENSG00000196655/ENSG00000033627/ENSG00000104164/ENSG00000184702/ENSG00000100678/ENSG00000225968/ENSG00000105649/ENSG00000186111/ENSG00000008056/ENSG00000103043/ENSG00000139200/ENSG00000067715/ENSG00000159377/ENSG00000197386/ENSG00000130706/ENSG00000168917/ENSG00000159720/ENSG00000169213/ENSG00000111667/ENSG00000136279/ENSG00000010379/ENSG00000100567/ENSG00000121361/ENSG00000130725/ENSG00000122733/ENSG00000183691/ENSG00000141985/ENSG00000011347/ENSG00000108344/ENSG00000108671/ENSG00000119899/ENSG00000176884/ENSG00000054356/ENSG00000127527/ENSG00000101098/ENSG00000038382/ENSG00000147434/ENSG00000006125/ENSG00000154310/ENSG00000089818/ENSG00000101438/ENSG00000100764/ENSG00000100280/ENSG00000007402/ENSG00000185627/ENSG00000129084/ENSG00000277791/ENSG00000008018/ENSG00000166579/ENSG00000185883/ENSG00000100902/ENSG00000120910/ENSG00000156642/ENSG00000163636/ENSG00000157601/ENSG00000108947/ENSG00000136631/ENSG00000143106/ENSG00000089169/ENSG00000104142/ENSG00000155252/ENSG00000117016/ENSG00000175416/ENSG00000128683/ENSG00000136099/ENSG00000126243/ENSG00000099341/ENSG00000101180/ENSG00000173692/ENSG00000104863/ENSG00000136827/ENSG00000119865/ENSG00000126583/ENSG00000129990/ENSG00000184009/ENSG00000197106/ENSG00000143801/ENSG00000142507/ENSG00000099625/ENSG00000136930/ENSG00000136750
GOCC_VESICLE_TETHERING_COMPLEX	36	-0.621002354949573	-2.33850664229106	1.03763117647321e-06	0.000902572486370092	0.00082726595116103	1401	tags=47%, list=18%, signal=39%	ENSG00000166887/ENSG00000213380/ENSG00000196655/ENSG00000168538/ENSG00000182473/ENSG00000182400/ENSG00000103051/ENSG00000086827/ENSG00000135249/ENSG00000141252/ENSG00000256060/ENSG00000104142/ENSG00000139719/ENSG00000032389/ENSG00000116903/ENSG00000171853/ENSG00000184056
HP_MOTOR_SEIZURE	188	-0.37606649013825	-1.91502878754904	1.09950627738641e-06	0.000902572486370092	0.00082726595116103	1654	tags=34%, list=21%, signal=27%	ENSG00000105409/ENSG00000124140/ENSG00000136381/ENSG00000103507/ENSG00000171953/ENSG00000160716/ENSG00000101210/ENSG00000105607/ENSG00000136908/ENSG00000137285/ENSG00000170266/ENSG00000254901/ENSG00000178149/ENSG00000033627/ENSG00000197444/ENSG00000091483/ENSG00000204386/ENSG00000116641/ENSG00000182473/ENSG00000155980/ENSG00000177542/ENSG00000141385/ENSG00000172354/ENSG00000185813/ENSG00000065427/ENSG00000080503/ENSG00000172432/ENSG00000173575/ENSG00000143363/ENSG00000126091/ENSG00000108433/ENSG00000163382/ENSG00000068654/ENSG00000022355/ENSG00000258947/ENSG00000150990/ENSG00000177628/ENSG00000176884/ENSG00000089818/ENSG00000049860/ENSG00000101438/ENSG00000153253/ENSG00000117682/ENSG00000161395/ENSG00000185883/ENSG00000131462/ENSG00000170004/ENSG00000125675/ENSG00000141252/ENSG00000156515/ENSG00000105197/ENSG00000155252/ENSG00000175283/ENSG00000128683/ENSG00000168237/ENSG00000137267/ENSG00000167552/ENSG00000116903/ENSG00000171853/ENSG00000146701/ENSG00000103148/ENSG00000182450/ENSG00000050555
GOBP_SYNAPTIC_SIGNALING	293	-0.333815424253015	-1.79628346413026	8.97469249572347e-07	0.000902572486370092	0.00082726595116103	2615	tags=49%, list=34%, signal=34%	ENSG00000105464/ENSG00000177380/ENSG00000150551/ENSG00000163013/ENSG00000197381/ENSG00000114646/ENSG00000131711/ENSG00000074317/ENSG00000213023/ENSG00000173250/ENSG00000067606/ENSG00000118507/ENSG00000107282/ENSG00000108231/ENSG00000131435/ENSG00000127561/ENSG00000106236/ENSG00000176749/ENSG00000128245/ENSG00000173805/ENSG00000110076/ENSG00000110881/ENSG00000154764/ENSG00000169895/ENSG00000198087/ENSG00000006283/ENSG00000135919/ENSG00000019505/ENSG00000174775/ENSG00000142408/ENSG00000169860/ENSG00000172137/ENSG00000130876/ENSG00000115902/ENSG00000131016/ENSG00000102385/ENSG00000152767/ENSG00000100321/ENSG00000124788/ENSG00000164687/ENSG00000105723/ENSG00000092051/ENSG00000147432/ENSG00000165646/ENSG00000173267/ENSG00000117152/ENSG00000008735/ENSG00000136854/ENSG00000114200/ENSG00000161011/ENSG00000149295/ENSG00000135124/ENSG00000113319/ENSG00000154118/ENSG00000170425/ENSG00000131094/ENSG00000124140/ENSG00000006210/ENSG00000188603/ENSG00000071242/ENSG00000142208/ENSG00000176956/ENSG00000148798/ENSG00000078668/ENSG00000179388/ENSG00000139182/ENSG00000187123/ENSG00000087085/ENSG00000075461/ENSG00000160716/ENSG00000101040/ENSG00000140937/ENSG00000102003/ENSG00000277586/ENSG00000198576/ENSG00000112759/ENSG00000105894/ENSG00000022840/ENSG00000137285/ENSG00000072062/ENSG00000104164/ENSG00000184702/ENSG00000100678/ENSG00000225968/ENSG00000105649/ENSG00000186111/ENSG00000008056/ENSG00000188157/ENSG00000067715/ENSG00000155980/ENSG00000131389/ENSG00000169213/ENSG00000181019/ENSG00000171385/ENSG00000121361/ENSG00000101306/ENSG00000122733/ENSG00000183691/ENSG00000011347/ENSG00000107954/ENSG00000121289/ENSG00000022355/ENSG00000157005/ENSG00000174576/ENSG00000176884/ENSG00000101098/ENSG00000038382/ENSG00000147434/ENSG00000006125/ENSG00000101438/ENSG00000174871/ENSG00000007402/ENSG00000167535/ENSG00000188916/ENSG00000100600/ENSG00000110987/ENSG00000196083/ENSG00000156642/ENSG00000112333/ENSG00000108947/ENSG00000125675/ENSG00000089169/ENSG00000178394/ENSG00000104142/ENSG00000117016/ENSG00000128683/ENSG00000136099/ENSG00000101180/ENSG00000116544/ENSG00000104863/ENSG00000136827/ENSG00000119865/ENSG00000126583/ENSG00000129990/ENSG00000075073/ENSG00000136750/ENSG00000117600/ENSG00000063015/ENSG00000159640/ENSG00000145349/ENSG00000164076/ENSG00000100302/ENSG00000080845/ENSG00000162951
GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	38	0.593761381091481	2.38498327638313	1.51330831188852e-06	0.00103595882237853	0.000949523139139011	2376	tags=76%, list=30%, signal=53%	ENSG00000211592/ENSG00000211896/ENSG00000211892/ENSG00000211895/ENSG00000211679/ENSG00000012124/ENSG00000163563/ENSG00000144802/ENSG00000095585/ENSG00000086730/ENSG00000203896/ENSG00000115904/ENSG00000211675/ENSG00000131378/ENSG00000211893/ENSG00000109320/ENSG00000211890/ENSG00000165025/ENSG00000107679/ENSG00000132522/ENSG00000087088/ENSG00000111679/ENSG00000167851/ENSG00000081237/ENSG00000171608/ENSG00000010671/ENSG00000171791/ENSG00000072694/ENSG00000123338
