	symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	description
ENSG00000139178	C1RL	0.0659784071473641	0.00159502457980107	3.65399037176843	0.000280173708923524	0.999465436436813	0.163671906612464	complement C1r subcomponent like
ENSG00000244731	C4A	0.122516495362513	0.0097122783106566	3.47481277721118	0.000547065949976347	0.999465436436813	-0.435072920523804	complement C4A (Chido/Rodgers blood group)
ENSG00000243368	NA	0.0853719353356121	0.00754559917602239	3.35777863539855	0.000834078014320757	0.999465436436813	-0.810554374487064	NA
ENSG00000160183	TMPRSS3	0.0757918549659253	0.00311689579624323	3.28242757503217	0.00108730561322149	0.999465436436813	-1.04575086749089	transmembrane serine protease 3
ENSG00000275465	LOC158434	0.0708895563085362	0.00536685140423496	3.23750551880634	0.0012704547680757	0.999465436436813	-1.18351918518185	uncharacterized LOC158434
ENSG00000009724	MASP2	0.0430785717127396	0.00204997632500678	3.22126646600594	0.00134340827710338	0.999465436436813	-1.23287076509977	MBL associated serine protease 2
ENSG00000224389	C4B	0.144372788726951	0.00820057503938199	3.21335866354237	0.00138031930916778	0.999465436436813	-1.25681636999834	complement C4B (Chido/Rodgers blood group)
ENSG00000124205	EDN3	-0.0600655202455961	-0.000413927808128507	-3.1969051431753	0.001460142335374	0.999465436436813	-1.30645708656082	endothelin 3
ENSG00000286309	NA	0.0601289421292953	0.0066266641455878	3.15654588808308	0.00167434168612377	0.999465436436813	-1.42717926592166	NA
ENSG00000230359	NA	0.10392663833004	0.0110356238596033	3.12342428961531	0.0018713889286716	0.999465436436813	-1.52514431930452	NA
ENSG00000136059	VILL	-0.0604481907794077	-0.00397156454352036	-3.08484775671568	0.00212769946385632	0.999465436436813	-1.63798306458244	villin like
ENSG00000243759	ST13P15	0.110941308086958	0.00655050058870115	3.03847011929321	0.00247840510124203	0.999465436436813	-1.7718426044466	ST13, Hsp70 interacting protein pseudogene 15
ENSG00000254442	NA	-0.0717847819897261	-0.00287707077340846	-3.01835205340618	0.00264642019603517	0.999465436436813	-1.82929815286158	NA
ENSG00000214688	C10orf105	0.0803966564520294	0.00450560224365278	3.00197310191504	0.00279084647092507	0.999465436436813	-1.87580178322904	chromosome 10 open reading frame 105
ENSG00000255398	HCAR3	0.0653885821259799	0.00264155168423778	2.97674694683662	0.00302744768103362	0.999465436436813	-1.94694450830048	hydroxycarboxylic acid receptor 3
ENSG00000277543	NA	-0.135748459259115	-0.00914802395259697	-2.94032474030067	0.00340150411226024	0.999465436436813	-2.04863424161271	NA
ENSG00000167118	URM1	-0.0365420666471039	-0.00262922433597846	-2.91087743300845	0.00373425328406211	0.999465436436813	-2.12996135346174	ubiquitin related modifier 1
ENSG00000154957	ZNF18	-0.0408404900595231	0.00132344728795341	-2.88363432098739	0.00406823361095445	0.999465436436813	-2.20449253069533	zinc finger protein 18
ENSG00000121005	CRISPLD1	0.0622642085542305	0.00570238642984789	2.87792585056968	0.00414157007328984	0.999465436436813	-2.22002331813904	cysteine rich secretory protein LCCL domain containing 1
ENSG00000250474	NA	-0.0775106250602032	-0.00125872091633505	-2.87644526440726	0.00416078646684054	0.999465436436813	-2.22404659757522	NA
ENSG00000217643	NA	0.0899526150859639	0.00321300642436045	2.85131418230146	0.00449957237775157	0.999465436436813	-2.2920295355267	NA
ENSG00000166452	AKIP1	-0.0339127094342757	-0.00584759022457847	-2.84839155559194	0.00454055615386528	0.999465436436813	-2.29989796461572	A-kinase interacting protein 1
ENSG00000280000	NA	-0.0477855366794128	-0.0033016609128872	-2.81873460565109	0.00497601770870492	0.999465436436813	-2.37929762910738	NA
ENSG00000289005	NA	0.0733755937652646	-0.00118785332869301	2.81771476873835	0.00499164409190228	0.999465436436813	-2.38201362265488	NA
ENSG00000140465	CYP1A1	-0.0815534388306472	-0.0134263414747496	-2.80256632316778	0.00522905169237262	0.999465436436813	-2.42224375860478	cytochrome P450 family 1 subfamily A member 1
ENSG00000126882	FAM78A	-0.0717872158720839	-0.00733324629494958	-2.79630702799985	0.00533009876965148	0.999465436436813	-2.43880508447608	family with sequence similarity 78 member A
ENSG00000138172	CALHM2	-0.0591409183932826	-0.0104563325095704	-2.74528440660884	0.00622203318939961	0.999465436436813	-2.57245900602856	calcium homeostasis modulator family member 2
ENSG00000279452	NA	0.105577389938005	0.00382808068635157	2.74418607967923	0.00624263358060257	0.999465436436813	-2.57530970528158	NA
ENSG00000196152	ZNF79	-0.0280339569026704	-0.0025592242828204	-2.74288981716548	0.00626702565965685	0.999465436436813	-2.57867271419695	zinc finger protein 79
ENSG00000100625	SIX4	-0.0586752928979909	-0.00762006089237886	-2.73180825216953	0.00647908621941448	0.999465436436813	-2.60735937400522	SIX homeobox 4
ENSG00000224282	RPL9P17	-0.0977702261384044	-0.00243322841662636	-2.72640424192776	0.00658482812540279	0.999465436436813	-2.62130757094832	ribosomal protein L9 pseudogene 17
ENSG00000255222	NA	-0.0896501653778571	-0.00792771619558584	-2.72312690989031	0.00664971202116555	0.999465436436813	-2.6297535160871	NA
ENSG00000134817	APLNR	0.223396771506632	0.001819817128432	2.72301902889014	0.00665185758749662	0.999465436436813	-2.63003136558387	apelin receptor
ENSG00000139988	RDH12	-0.0739939290610166	0.0001295176647447	-2.70987139672794	0.00691806027084959	0.999465436436813	-2.66381295142688	retinol dehydrogenase 12
ENSG00000216906	NA	0.0639907949677272	0.00689465447097376	2.70586247781244	0.00700111715042253	0.999465436436813	-2.6740817579804	NA
ENSG00000125430	HS3ST3B1	0.0492682560672757	0.00291324161666569	2.70338125846281	0.00705297179802001	0.999465436436813	-2.68042994717474	heparan sulfate-glucosamine 3-sulfotransferase 3B1
ENSG00000171722	SPATA46	0.0353329529108763	0.00128470416769569	2.70013141995286	0.00712141256612674	0.999465436436813	-2.68873605118649	spermatogenesis associated 46
ENSG00000221571	NA	-0.113364584917236	-0.00455889142819991	-2.68925053366832	0.00735493327138496	0.999465436436813	-2.71647502157415	NA
ENSG00000230797	YY2	0.0395859428788589	0.000981991944916019	2.68682395417398	0.00740794140204661	0.999465436436813	-2.7226462689325	YY2 transcription factor
ENSG00000227398	NA	-0.0219888273455818	-0.00166568364954943	-2.65057079440161	0.00824183332485955	0.999465436436813	-2.8141973371189	NA
ENSG00000155254	MARVELD1	-0.070219587510417	-0.00766315202379899	-2.62964886743819	0.00876052005562142	0.999465436436813	-2.86647936181197	MARVEL domain containing 1
ENSG00000273387	NA	0.0863083358924109	0.0119959727821776	2.62615397925547	0.00884995849085012	0.999465436436813	-2.87517332748967	NA
ENSG00000171873	ADRA1D	-0.0831485165154446	-0.00425486547929027	-2.61981511285269	0.00901426650709008	0.999465436436813	-2.89091321655408	adrenoceptor alpha 1D
ENSG00000186666	BCDIN3D	-0.0474161783123216	-0.00804241181843585	-2.61876610173459	0.00904171942758889	0.999465436436813	-2.89351440731801	BCDIN3 domain containing RNA methyltransferase
ENSG00000239542	RN7SL399P	0.160267929299475	0.0222697710131435	2.61622653487029	0.00910849073698407	0.999465436436813	-2.89980745453969	RNA, 7SL, cytoplasmic 399, pseudogene
ENSG00000266896	NA	0.059193927220519	0.00865458960314852	2.61433724357975	0.00915845062956622	0.999465436436813	-2.90448524879403	NA
ENSG00000171631	P2RY6	0.0483377002549124	0.00233177213417847	2.6100527007266	0.00927265951325879	0.999465436436813	-2.91508133544117	pyrimidinergic receptor P2Y6
ENSG00000231793	NA	-0.0748720591826346	-0.000414938374952899	-2.60947033203325	0.00928828110142405	0.999465436436813	-2.91652027817156	NA
ENSG00000188868	ZNF563	-0.034783729960486	-0.00403066488364671	-2.60632725250098	0.00937299883654399	0.999465436436813	-2.9242809235225	zinc finger protein 563
ENSG00000128272	ATF4	-0.0734828256539357	-0.00175607513831033	-2.60148890729454	0.00950476128938548	0.999465436436813	-2.93620952033042	activating transcription factor 4
ENSG00000134222	PSRC1	0.0890547574960862	0.0131191134742586	2.59737981481896	0.00961796172772704	0.999465436436813	-2.94632318529804	proline and serine rich coiled-coil 1
ENSG00000132376	INPP5K	-0.0275103621950474	5.41091106936262e-05	-2.59715119949896	0.00962429503652782	0.999465436436813	-2.9468854148528	inositol polyphosphate-5-phosphatase K
ENSG00000111358	GTF2H3	0.0308023722740362	0.000135469822859576	2.58829926549469	0.00987240332677437	0.999465436436813	-2.96861761928309	general transcription factor IIH subunit 3
ENSG00000140067	FAM181A	0.106691079018471	0.00736894565565272	2.57135701179292	0.0103632536964838	0.999465436436813	-3.01000992015609	family with sequence similarity 181 member A
ENSG00000164074	ABHD18	0.0192010816142285	0.00186206037444314	2.57064428322876	0.0103843719248927	0.999465436436813	-3.01174539008706	abhydrolase domain containing 18
ENSG00000018869	ZNF582	-0.0228583992876099	-0.00287249648274635	-2.55681094984887	0.0108019288965773	0.999465436436813	-3.04533590063902	zinc finger protein 582
ENSG00000182208	MOB2	-0.0477825587653006	0.00034164588649338	-2.55512626682023	0.0108537894854738	0.999465436436813	-3.04941458909278	MOB kinase activator 2
ENSG00000205309	NT5M	-0.0464575996235937	-0.00328935895902894	-2.54864404129776	0.0110554107275088	0.999465436436813	-3.06508380442199	5',3'-nucleotidase, mitochondrial
ENSG00000148225	WDR31	0.0495922119229688	0.00190485154146385	2.53465326834364	0.0115019823925427	0.999465436436813	-3.09877040019826	WD repeat domain 31
