Gene	Value
ENSG00000268903	0.114981084883587
ENSG00000269981	0.509402149248092
ENSG00000225972	-0.0259095364841347
ENSG00000237973	-0.495977218011769
ENSG00000237491	-0.104036395152673
ENSG00000228794	-0.112115130190712
ENSG00000225880	-0.241680387777832
ENSG00000187961	-0.0912164748298625
ENSG00000272512	-0.262003815968199
ENSG00000188290	-0.00585541648137669
ENSG00000187608	-0.687995803255671
ENSG00000224969	-0.364923292498919
ENSG00000188157	-0.119920181586607
ENSG00000186827	-0.0776564647864795
ENSG00000078808	-0.112733279056729
ENSG00000176022	0.0517577699016821
ENSG00000184163	-0.299376111683433
ENSG00000230415	-0.158615187093789
ENSG00000162572	-0.362317609924961
ENSG00000131584	0.0459202539978854
ENSG00000127054	-0.207025354132461
ENSG00000169962	-0.0825166767784529
ENSG00000107404	-0.214789242767777
ENSG00000221978	-0.314308787453449
ENSG00000224870	-0.143961808682003
ENSG00000242485	0.0106354635812391
ENSG00000225285	-0.233386184745416
ENSG00000160072	-0.316002796029947
ENSG00000205090	0.165023885431065
ENSG00000215014	-0.0499321489745402
ENSG00000228594	0.048805858654371
ENSG00000286989	-0.0483503454560795
ENSG00000272106	0.117011732471767
ENSG00000197530	-0.106711394584056
ENSG00000248333	-0.125109798037908
ENSG00000215790	0.0388882661802996
ENSG00000078369	0.0992989963836109
ENSG00000169885	0.0771599711929333
ENSG00000178821	-0.51770186735479
ENSG00000233542	-0.331039980585143
ENSG00000187730	0.385569866533728
ENSG00000067606	0.0538387577800612
ENSG00000271806	-0.00242242216481696
ENSG00000287356	-0.463268063322757
ENSG00000269896	0.114074239246551
ENSG00000272420	-0.0199647701282648
ENSG00000157916	-0.0307486957188183
ENSG00000157911	0.0700127912730038
ENSG00000149527	-0.111946099207608
ENSG00000157881	-0.015529580887402
ENSG00000197921	0.343504383573856
ENSG00000272449	-0.206453844152293
ENSG00000157870	-0.179005822725016
ENSG00000177133	0.371832992134624
ENSG00000142611	-0.00422978220869245
ENSG00000272235	-0.00975725851168067
ENSG00000287828	-0.123082719453056
ENSG00000238260	-0.589196719087123
ENSG00000158109	-0.107796664504234
ENSG00000235169	-0.0164334549319026
ENSG00000130764	-0.0478974285831132
ENSG00000266075	-0.17310926096552
ENSG00000116198	-0.10644669242051
ENSG00000198912	-0.00902000889417175
ENSG00000196581	0.149287694696805
ENSG00000131697	-0.18519759030429
ENSG00000069424	0.156314258385339
ENSG00000116254	0.0245169316842078
ENSG00000116251	0.00974412208852007
ENSG00000158286	-0.0617654253146824
ENSG00000116237	0.0943904096645256
ENSG00000097021	0.0992395934859781
ENSG00000215788	-0.632302614504548
ENSG00000171680	-0.239383615473069
ENSG00000162408	-0.0187052474181542
ENSG00000204859	-0.0101106728931469
ENSG00000162413	-0.265403566765921
ENSG00000116273	-0.213706820384965
ENSG00000171735	0.0554617773781068
ENSG00000269978	-0.456806771171351
ENSG00000116285	0.0708003352322293
ENSG00000162426	0.149245285279632
ENSG00000074800	2.92921745981117e-05
ENSG00000230679	-0.485904444840726
ENSG00000142583	-0.31033360772179
ENSG00000049239	-0.0372541728599516
ENSG00000171621	-0.191427500453754
ENSG00000284652	0.34134031377933
ENSG00000284693	0.103544298717091
ENSG00000231181	0.127944299583597
ENSG00000188807	0.0188494904592513
ENSG00000171608	-0.129534280138534
ENSG00000171603	0.040208932407278
ENSG00000178585	-0.0618293277306015
ENSG00000162441	0.125762022904439
ENSG00000173614	0.00810698758225303
ENSG00000284735	-0.0800252854167899
ENSG00000284642	-0.104197544745484
ENSG00000142657	-0.11290187856449
ENSG00000175279	0.0701071484148067
ENSG00000160049	0.0557637879880546
ENSG00000009724	0.0306539782820989
ENSG00000226849	-0.218780831388089
ENSG00000120942	0.0155808783417062
ENSG00000204624	-0.00539709336066761
ENSG00000284708	1.89957330730931e-05
ENSG00000116661	0.234444517322781
ENSG00000132879	0.0873537972356618
ENSG00000177674	-0.0877018792213141
ENSG00000177000	-0.230471247078134
ENSG00000175206	0.334620331554787
ENSG00000083444	0.0371169598912459
ENSG00000116688	-0.0840004136589548
ENSG00000120949	0.145289122929212
ENSG00000028137	-0.333571309291594
ENSG00000162496	0.0247965457566239
ENSG00000272482	-0.218568779927938
ENSG00000162493	-0.441978247690359
ENSG00000116731	-0.0221319207620414
ENSG00000171729	-0.0849953737939354
ENSG00000142634	-0.315672204932032
ENSG00000132906	-0.0492928989581143
