Gene	Value
ENSG00000268903	0.181412614178795
ENSG00000269981	0.544974752451099
ENSG00000225972	1.03122475474888
ENSG00000237973	0.205733005817567
ENSG00000237491	0.0197303263511241
ENSG00000228794	-0.233311961031797
ENSG00000225880	0.774067205641059
ENSG00000187961	0.192765033090392
ENSG00000272512	0.128209089387954
ENSG00000188290	0.0854582610375691
ENSG00000187608	-0.150304233288431
ENSG00000224969	-0.00273632643280891
ENSG00000188157	0.229125140023348
ENSG00000186827	0.1361513782569
ENSG00000078808	0.179101988404285
ENSG00000176022	-0.0646604722607082
ENSG00000184163	0.0103215964600297
ENSG00000230415	0.0589548122593641
ENSG00000162572	0.375469459838888
ENSG00000131584	0.0492553614632072
ENSG00000127054	0.27191113163847
ENSG00000169962	0.19985731862209
ENSG00000107404	0.00313500745550307
ENSG00000221978	0.454979979792221
ENSG00000224870	0.0291614812859033
ENSG00000242485	-0.167354477100742
ENSG00000225285	0.00849978095136573
ENSG00000160072	0.150803459682548
ENSG00000205090	-0.184094116211398
ENSG00000215014	0.0331729196701555
ENSG00000228594	-0.0310732176950622
ENSG00000286989	-0.129085407010466
ENSG00000272106	-0.163455775287139
ENSG00000197530	0.185253220422457
ENSG00000248333	0.0379598723972938
ENSG00000215790	0.0570956186550245
ENSG00000078369	-0.216644145042565
ENSG00000169885	0.22536841329839
ENSG00000178821	0.287368082896815
ENSG00000233542	-0.17526866821395
ENSG00000187730	-0.560453414342991
ENSG00000067606	-0.366693760004436
ENSG00000271806	0.184024066782619
ENSG00000287356	0.574274356261359
ENSG00000269896	0.357404542241251
ENSG00000272420	-0.44908151421161
ENSG00000157916	0.0600470476349998
ENSG00000157911	0.0704376078501141
ENSG00000149527	-0.070353095315987
ENSG00000157881	-0.0223422437455125
ENSG00000197921	-0.0314330549171805
ENSG00000272449	0.000672445971698726
ENSG00000157870	-0.0322523220889823
ENSG00000177133	0.523763984082359
ENSG00000142611	0.0511325332360205
ENSG00000272235	-0.0621723805056709
ENSG00000287828	-0.0908938653848208
ENSG00000238260	0.63336057975703
ENSG00000158109	-0.101729458245376
ENSG00000235169	-0.131199839376349
ENSG00000130764	-0.0438728697846181
ENSG00000266075	0.107291170209179
ENSG00000116198	0.142955421921171
ENSG00000198912	0.00753248119876372
ENSG00000196581	-0.218833799201338
ENSG00000131697	0.0217494700448568
ENSG00000069424	-0.380365569496176
ENSG00000116254	-0.0202672812276931
ENSG00000116251	-0.159921943599424
ENSG00000158286	-0.0224489312485541
ENSG00000116237	-0.0689395072377571
ENSG00000097021	-0.370808404184101
ENSG00000215788	0.417940276898706
ENSG00000171680	0.197400840117167
ENSG00000162408	0.0508865849985197
ENSG00000204859	0.236874857855755
ENSG00000162413	0.392091656991388
ENSG00000116273	0.144940783232906
ENSG00000171735	-0.134930441489569
ENSG00000269978	0.0376542683824577
ENSG00000116285	-0.038201079755196
ENSG00000162426	-0.160931855995936
ENSG00000074800	0.122187960288715
ENSG00000230679	-0.336036276614203
ENSG00000142583	-0.0792272853410782
ENSG00000049239	0.31030599148398
ENSG00000171621	-0.0830006470588313
ENSG00000284652	-0.127650292020072
ENSG00000284693	-0.0727599323947866
ENSG00000231181	0.554015873041669
ENSG00000188807	0.0833245207231269
ENSG00000171608	0.0372980055528566
ENSG00000171603	0.027802459547388
ENSG00000178585	-0.162122698698445
ENSG00000162441	-0.00389149270415264
ENSG00000173614	-0.0288691190597944
ENSG00000284735	0.0208364353711292
ENSG00000284642	0.0478222620585306
ENSG00000142657	-0.0421650108917481
ENSG00000175279	-0.0960837693363299
ENSG00000160049	0.0581108111646749
ENSG00000009724	-0.00759541473580392
ENSG00000226849	0.456296178024351
ENSG00000120942	-0.0963952239949115
ENSG00000204624	0.226811240280872
ENSG00000284708	0.0755005058715969
ENSG00000116661	0.0890988333886889
ENSG00000132879	-0.118646956859979
ENSG00000177674	0.270531355993154
ENSG00000177000	0.101954662186892
ENSG00000175206	0.45793183549358
ENSG00000083444	0.198764907023292
ENSG00000116688	0.0317794958302846
ENSG00000120949	-0.0605096333919584
ENSG00000028137	0.267687122294256
ENSG00000162496	0.146955246336746
ENSG00000272482	-0.161214442252447
ENSG00000162493	-0.105215752650653
ENSG00000116731	-0.16712347759334
ENSG00000171729	0.0326624905963619
ENSG00000142634	0.176830330656682
ENSG00000132906	0.0775352767500906
