	symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	description
ENSG00000110090	CPT1A	0.109530237117608	0.0164479905497589	3.50258542092378	0.000521305104611189	0.868625103705846	-0.325601730159293	carnitine palmitoyltransferase 1A
ENSG00000250673	REELD1	0.129268319981739	0.00574271344311622	3.43784171111125	0.000658000259197171	0.868625103705846	-0.529857875419856	reeler domain containing 1
ENSG00000258572	SYNE3-AS1	-0.113269159151312	-0.0419250219486022	-3.30786300198733	0.00103903847723444	0.868625103705846	-0.929202020729726	SYNE3 antisense RNA 1
ENSG00000180929	GPR62	-0.20266151615107	-0.0678002619585088	-3.21352499555807	0.00143466484710444	0.868625103705846	-1.21002945940559	G protein-coupled receptor 62
ENSG00000172247	C1QTNF4	-0.139911421760522	-0.0397450333901605	-3.20639517102366	0.00146962735027835	0.868625103705846	-1.23094404904523	C1q and TNF related 4
ENSG00000272566	NA	-0.219526875977012	0.0282441682543373	-3.19462261614069	0.0015290868847263	0.868625103705846	-1.26538214609316	NA
ENSG00000235169	SMIM1	-0.157626123008112	-0.0158252531425844	-3.18330114323538	0.00158836004760867	0.868625103705846	-1.29838848094407	small integral membrane protein 1 (Vel blood group)
ENSG00000162733	DDR2	0.11621256748437	0.0458926040099367	3.15323678930088	0.00175622568584668	0.868625103705846	-1.3855027546742	discoidin domain receptor tyrosine kinase 2
ENSG00000105404	RABAC1	-0.0462319122116632	-0.0118826949262509	-3.09595938766087	0.00212218197673964	0.868625103705846	-1.54931588832186	Rab acceptor 1
ENSG00000167536	DHRS13	-0.077678316230467	0.00589680606372089	-3.08971232187283	0.00216608223345126	0.868625103705846	-1.56701133844921	dehydrogenase/reductase 13
ENSG00000262655	SPON1	0.0983673091310143	0.0103128678222167	3.0886623424493	0.00217354235535937	0.868625103705846	-1.56998220403324	spondin 1
ENSG00000181649	PHLDA2	0.227298937853258	-0.0246666107512245	3.07819831823635	0.002249192710139	0.868625103705846	-1.59953761258813	pleckstrin homology like domain family A member 2
ENSG00000117266	CDK18	-0.143592745108567	-0.0486845454033173	-3.04897271506267	0.00247349931590527	0.868625103705846	-1.68158331263308	cyclin dependent kinase 18
ENSG00000287193	NA	0.150664142616149	0.0260588379856607	3.04397658926569	0.00251384161315816	0.868625103705846	-1.6955350852908	NA
ENSG00000164294	GPX8	0.0972965148342336	0.0124965843622804	3.0148937018128	0.00276092341139834	0.868625103705846	-1.77632031406816	glutathione peroxidase 8 (putative)
ENSG00000138101	DTNB	-0.0366649095608833	-0.0242908193125141	-3.00796201016663	0.00282301164101445	0.868625103705846	-1.79546667169106	dystrobrevin beta
ENSG00000273257	NA	-0.0430774721840495	0.000143203365069678	-2.9808389242346	0.00307846288359479	0.868625103705846	-1.86998382226183	NA
ENSG00000214309	MBLAC1	-0.0817712754369615	-0.0216086001427849	-2.97955687445781	0.00309104594210733	0.868625103705846	-1.87349027404436	metallo-beta-lactamase domain containing 1
ENSG00000130748	TMEM160	-0.257675543455416	-0.154026282936921	-2.95831296466153	0.00330652467123562	0.868625103705846	-1.93138513989167	transmembrane protein 160
ENSG00000221953	LINC02897	-0.0949479348596494	0.0116222596422879	-2.95104963399458	0.00338329327558031	0.868625103705846	-1.95108945741562	long intergenic non-protein coding RNA 2897
ENSG00000279613	NA	-0.116926522917083	-0.0123733938880459	-2.95082831052946	0.00338565790298576	0.868625103705846	-1.95168915377314	NA
ENSG00000179292	TMEM151A	-0.11824458288976	-0.0739196856611306	-2.93958915753737	0.00350774307972568	0.868625103705846	-1.98208661592026	transmembrane protein 151A
ENSG00000251369	ZNF550	0.053221550310064	0.0185847467527002	2.93814494663868	0.00352371918925057	0.868625103705846	-1.98598466084572	zinc finger protein 550
ENSG00000243449	NICOL1	-0.235121567530968	-0.0780064399923981	-2.9349856794548	0.00355889962051606	0.868625103705846	-1.99450545174656	NELL2 interacting cell ontogeny regulator 1
ENSG00000166341	DCHS1	0.148665699125635	0.0673189398011632	2.93495696416079	0.00355922084994811	0.868625103705846	-1.99458285927575	dachsous cadherin-related 1
ENSG00000206177	HBM	0.180661253538275	-0.0431913855720977	2.92980578027637	0.00361727610290608	0.868625103705846	-2.00845723205148	hemoglobin subunit mu
ENSG00000154229	PRKCA	0.0867614167804877	0.0321485846701096	2.92786166774508	0.00363941068483152	0.868625103705846	-2.01368756158695	protein kinase C alpha
ENSG00000167123	CERCAM	-0.19633916963688	-0.0302680291343777	-2.92783744210653	0.00363968728312936	0.868625103705846	-2.01375271608948	cerebral endothelial cell adhesion molecule
ENSG00000132680	KHDC4	0.0442269813501547	-0.00698279354273109	2.92777082314937	0.00364044800976254	0.868625103705846	-2.01393188416905	KH domain containing 4, pre-mRNA splicing factor
ENSG00000130005	GAMT	-0.0833710654635865	-0.0312972909250778	-2.9273498819017	0.00364525812663444	0.868625103705846	-2.01506389345356	guanidinoacetate N-methyltransferase
ENSG00000079435	LIPE	-0.112028984509098	-0.0425932603845129	-2.91091583544618	0.00383764939307014	0.868625103705846	-2.05913816070415	lipase E, hormone sensitive type
ENSG00000031081	ARHGAP31	0.116701958801303	0.0571051140632907	2.90759230066697	0.00387766645836051	0.868625103705846	-2.06802287935932	Rho GTPase activating protein 31
ENSG00000174099	MSRB3	0.0366260056366995	0.00879236637652252	2.90757865049347	0.00387783159556781	0.868625103705846	-2.06805935014423	methionine sulfoxide reductase B3
ENSG00000189221	MAOA	0.0804335693270929	0.00381260020325056	2.89148893566293	0.00407700366803218	0.868625103705846	-2.11093510668784	monoamine oxidase A
ENSG00000119408	NEK6	0.101125688949899	0.0540036686905967	2.88853141736291	0.00411461324558098	0.868625103705846	-2.11879169508289	NIMA related kinase 6
ENSG00000114790	ARHGEF26	0.0851952912571857	0.028938026981704	2.87594531678755	0.00427822737448396	0.868625103705846	-2.15214099245346	Rho guanine nucleotide exchange factor 26
ENSG00000179178	TMEM125	-0.226486146021843	-0.0712744446872531	-2.86620575620634	0.00440888050321958	0.868625103705846	-2.17785284052306	transmembrane protein 125
ENSG00000133256	PDE6B	-0.156843623666364	-0.0533027030297254	-2.85579286349942	0.00455257479060189	0.868625103705846	-2.20525051715605	phosphodiesterase 6B
ENSG00000049089	COL9A2	-0.171487310813888	-0.0531930156662036	-2.85451135005639	0.00457055060469563	0.868625103705846	-2.20861579254086	collagen type IX alpha 2 chain
ENSG00000188379	IFNA2	-0.129531289537721	0.00206437112205008	-2.84878537244989	0.00465166036282844	0.868625103705846	-2.22363475273704	interferon alpha 2
ENSG00000081818	PCDHB4	0.107157936228791	0.00160483101696183	2.83766058114583	0.00481299815163229	0.868625103705846	-2.25273251365205	protocadherin beta 4
ENSG00000185290	NUPR2	-0.128997491166338	-0.0669079029653946	-2.82959265482685	0.00493316708821556	0.868625103705846	-2.27376702269471	nuclear protein 2, transcriptional regulator
ENSG00000162227	TAF6L	-0.0647507283730561	-0.028567746947243	-2.82816262724326	0.0049547490233414	0.868625103705846	-2.27748940949406	TATA-box binding protein associated factor 6 like
ENSG00000103089	FA2H	-0.152747995783427	-0.0583230275479169	-2.82142284198166	0.005057624783101	0.868625103705846	-2.29500906954927	fatty acid 2-hydroxylase
ENSG00000100146	SOX10	-0.14441828150605	-0.0489222838259263	-2.82093000131521	0.00506522304416628	0.868625103705846	-2.29628861717086	SRY-box transcription factor 10
ENSG00000007520	TSR3	-0.0614224510353264	-0.0123791495027208	-2.81955627481927	0.00508645690329161	0.868625103705846	-2.29985405907995	TSR3 ribosome maturation factor
ENSG00000197582	NA	0.40673274980439	-0.00982073948055496	2.81431708955467	0.00516818349489958	0.868625103705846	-2.31343693345363	NA
ENSG00000179862	CITED4	-0.125973173116937	-0.0710936784735434	-2.81429433550584	0.00516854102209913	0.868625103705846	-2.313495872097	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
